init data done
京,0.55914 |  京,0.55914 方,0.07137
业,0.76359 |  业,0.76359 门,0.08547
，,0.13558 |  。,0.34728 ，,0.13558
成,0.01568 |  并,0.09222 以,0.03309
立,0.12192 |  为,0.76095 立,0.12192
了,0.48189 |  了,0.48189 “,0.05032
当,0.00246 |  一,0.07213 中,0.07132
时,0.65435 |  时,0.65435 地,0.19208
中,0.08155 |  的,0.21712 中,0.08155
国,0.89565 |  国,0.89565 华,0.03939
国,0.03405 |  的,0.06214 科,0.05832
内,0.07155 |  家,0.75705 内,0.07155
航,0.04735 |  的,0.11606 外,0.06749
空,0.91235 |  空,0.91235 线,0.05374
高,0.00308 |  工,0.09569 公,0.09351
等,0.26032 |  速,0.29448 等,0.26032
院,0.05421 |  专,0.19579 学,0.12936
校,0.98273 |  校,0.98273 院,0.00230
惟,0.00000 |  。,0.28550 ，,0.12676
一,0.57462 |  一,0.57462 有,0.01603
的,0.17584 |  的,0.17584 学,0.06180
航,0.02210 |  学,0.05000 高,0.04066
空,0.94884 |  空,0.94884 天,0.01168
工,0.13735 |  工,0.13735 航,0.07530
程,0.91599 |  程,0.91599 业,0.07104
经,0.00107 |  学,0.22163 系,0.10016
济,0.85829 |  济,0.85829 验,0.06235
系,0.05487 |  学,0.27565 研,0.10050
。,0.33328 |  。,0.33328 ，,0.29507
这,0.00481 |  
,0.38717 1,0.23668
样,0.01563 |  一,0.14208 个,0.13365
就,0.00434 |  的,0.31098 ，,0.12808
开,0.01435 |  是,0.34466 在,0.05752
始,0.74554 |  始,0.74554 展,0.07858
有,0.01340 |  了,0.25520 在,0.03315
了,0.03116 |  一,0.06148 了,0.03116
不,0.00819 |  一,0.11514 大,0.03438
同,0.30090 |  少,0.51838 同,0.30090
于,0.00574 |  的,0.37752 程,0.08846
苏,0.00355 |  中,0.04567 1,0.04457
联,0.95637 |  联,0.95637 州,0.00581
模,0.00033 |  的,0.22559 国,0.02673
式,0.38202 |  式,0.38202 型,0.28465
而,0.00231 |  的,0.35377 。,0.06671
根,0.00036 |  成,0.05831 设,0.03400
据,0.84592 |  据,0.84592 本,0.09425
中,0.05305 |  的,0.06340 中,0.05305
国,0.78445 |  国,0.78445 央,0.04158
航,0.01688 |  的,0.11458 国,0.05097
空,0.90215 |  空,0.90215 天,0.02853
工,0.07975 |  工,0.07975 的,0.06096
业,0.16680 |  程,0.78991 业,0.16680
实,0.00594 |  的,0.26055 研,0.04652
际,0.10085 |  验,0.60650 际,0.10085
需,0.00524 |  上,0.24737 的,0.12060
要,0.63044 |  要,0.63044 求,0.36133
自,0.00217 |  的,0.26897 ，,0.07741
行,0.08418 |  由,0.28721 己,0.18688
设,0.07520 |  研,0.13240 设,0.07520
置,0.00746 |  计,0.95044 立,0.02386
的,0.62315 |  的,0.62315 。,0.02947
新,0.01267 |  航,0.06221 机,0.05568
专,0.00773 |  型,0.09128 技,0.08341
业,0.27750 |  用,0.27760 业,0.27750
，,0.08255 |  技,0.15893 。,0.11079
并,0.05439 |  并,0.05439 包,0.04296
成,0.01531 |  且,0.13060 在,0.06645
立,0.16771 |  为,0.70746 立,0.16771
了,0.45372 |  了,0.45372 “,0.04871
空,0.00919 |  中,0.08891 一,0.08342
气,0.06723 |  中,0.50197 军,0.22914
动,0.14042 |  动,0.14042 中,0.06056
力,0.97028 |  力,0.97028 物,0.01134
学,0.46967 |  学,0.46967 研,0.06381
、,0.03616 |  研,0.11382 院,0.09732
飞,0.01310 |  空,0.05171 航,0.04242
机,0.76858 |  机,0.76858 行,0.19720
结,0.00168 |  、,0.17009 和,0.04720
构,0.89979 |  构,0.89979 合,0.08829
力,0.00046 |  、,0.32222 和,0.09120
学,0.11876 |  、,0.30414 学,0.11876
及,0.03812 |  、,0.54297 和,0.08073
喷,0.00009 |  技,0.07186 工,0.03814
气,0.14494 |  射,0.77843 气,0.14494
发,0.01345 |  机,0.20530 技,0.10824
动,0.53424 |  动,0.53424 电,0.24050
机,0.99815 |  机,0.99815 技,0.00028
原,0.00021 |  。,0.27388 ，,0.10280
理,0.18097 |  子,0.25632 理,0.18097
3,0.00003 |  。,0.31842 ，,0.17518
个,0.32373 |  个,0.32373 0,0.14387
研,0.20526 |  研,0.20526 系,0.08475
究,0.98449 |  究,0.98449 发,0.00940
室,0.03242 |  所,0.33337 中,0.18745
。,0.48607 |  。,0.48607 ，,0.26739
 ,0.01685 |  
,0.38769 1,0.14118
1,0.11091 |  
,0.49702 1,0.11091
9,0.99059 |  9,0.99059 0,0.00366
5,0.24898 |  7,0.27247 6,0.25419
8,0.09626 |  0,0.16711 2,0.10983
年,0.99188 |  年,0.99188 -,0.00325
，,0.31416 |  ，,0.31416 1,0.14478
北,0.02077 |  中,0.13046 国,0.05055
航,0.00025 |  京,0.92099 方,0.02281
开,0.00638 |  空,0.05917 机,0.04428
展,0.01022 |  发,0.68244 始,0.19366
勤,0.00002 |  了,0.35021 工,0.03905
工,0.07547 |  务,0.43378 工,0.07547
俭,0.00255 |  程,0.13120 业,0.12617
学,0.15468 |  学,0.15468 ，,0.07149
，,0.17255 |  ，,0.17255 。,0.10698
提,0.00883 |  并,0.06048 1,0.04977
倡,0.02442 |  供,0.35913 高,0.27228
并,0.00165 |  了,0.13697 “,0.03844
实,0.00604 |  提,0.03156 且,0.03098
践,0.04704 |  现,0.62894 施,0.08448
教,0.00502 |  了,0.07561 中,0.02953
学,0.17651 |  育,0.56652 学,0.17651
与,0.02135 |  技,0.05262 。,0.05202
科,0.02472 |  技,0.14878 研,0.07397
研,0.20428 |  学,0.61793 研,0.20428
、,0.02253 |  。,0.12998 ，,0.07676
设,0.01383 |  研,0.05098 技,0.04506
计,0.86415 |  计,0.86415 备,0.07053
、,0.30221 |  、,0.30221 和,0.07508
生,0.03780 |  研,0.05604 技,0.03958
产,0.39456 |  产,0.39456 态,0.17189
的,0.01459 |  、,0.24092 技,0.09144
四,0.00101 |  技,0.06679 工,0.06297
结,0.00018 |  个,0.27831 大,0.18922
合,0.18206 |  合,0.18206 构,0.13660
，,0.03651 |  。,0.06011 ，,0.03651
开,0.00745 |  并,0.05141 以,0.05039
展,0.16982 |  发,0.52697 展,0.16982
了,0.16353 |  了,0.16353 工,0.05335
航,0.00349 |  一,0.05380 国,0.03340
空,0.91626 |  空,0.91626 天,0.02063
型,0.00042 |  工,0.16490 技,0.08359
号,0.01384 |  的,0.11163 机,0.05709
研,0.01117 |  。,0.15740 的,0.11942
制,0.09673 |  究,0.73590 发,0.14181
工,0.05045 |  的,0.16470 。,0.15278
作,0.42714 |  程,0.53726 作,0.42714
。,0.69146 |  。,0.69146 ，,0.16766
全,0.00208 |  
,0.32549 1,0.26844
校,0.02423 |  国,0.42920 部,0.09185
师,0.00325 |  学,0.04011 1,0.02718
生,0.55662 |  生,0.55662 资,0.11579
在,0.03963 |  在,0.03963 1,0.03772
1,0.17309 |  1,0.17309 2,0.05557
0,0.03242 |  9,0.90966 0,0.03242
0,0.22777 |  0,0.22777 年,0.18172
天,0.00548 |  多,0.21717 万,0.16367
内,0.06947 |  后,0.15001 之,0.07663
，,0.05432 |  ，,0.05432 的,0.02899
完,0.00649 |  学,0.02652 1,0.02631
成,0.96011 |  成,0.96011 工,0.01410
了,0.44143 |  了,0.44143 1,0.02595
周,0.00056 |  一,0.07293 1,0.06542
恩,0.12857 |  边,0.33080 恩,0.12857
来,0.99201 |  来,0.99201 达,0.00154
总,0.00768 |  的,0.15238 、,0.10615
理,0.16433 |  统,0.55667 理,0.16433
亲,0.00046 |  的,0.22600 、,0.04856
自,0.56740 |  自,0.56740 临,0.05402
批,0.00568 |  研,0.04513 创,0.02756
准,0.54506 |  准,0.54506 评,0.33983
的,0.22890 |  的,0.22890 。,0.08243
“,0.08627 |  “,0.08627 研,0.03067
北,0.01336 |  中,0.06201 国,0.02599
京,0.74330 |  京,0.74330 方,0.05510
一,0.01184 |  大,0.13190 工,0.03714
号,0.16498 |  号,0.16498 中,0.14842
”,0.42086 |  ”,0.42086 机,0.03191
轻,0.00009 |  。,0.11325 ，,0.08056
型,0.13457 |  工,0.27895 微,0.21334
旅,0.00216 |  航,0.11862 机,0.11453
客,0.28821 |  游,0.38401 客,0.28821
机,0.06820 |  。,0.11346 机,0.06820
的,0.03268 |  。,0.16545 ，,0.09340
研,0.06128 |  研,0.06128 计,0.04143
制,0.06490 |  究,0.80052 发,0.09056
，,0.23098 |  。,0.36180 ，,0.23098
同,0.00994 |  并,0.10536 1,0.03218
年,0.17254 |  时,0.76312 年,0.17254
9,0.06589 |  1,0.20744 2,0.06693
月,0.99890 |  月,0.99890 2,0.00033
2,0.14581 |  2,0.14581 1,0.14470
4,0.11133 |  1,0.12818 4,0.11133
日,0.99769 |  日,0.99769 号,0.00118
试,0.00592 |  ，,0.28484 开,0.03847
飞,0.44322 |  飞,0.44322 验,0.18763
成,0.02231 |  。,0.20163 ，,0.15306
功,0.62370 |  功,0.62370 立,0.14696
，,0.20361 |  。,0.39313 ，,0.20361
并,0.06613 |  并,0.06613 1,0.04284
进,0.02019 |  于,0.12558 在,0.07985
行,0.65080 |  行,0.65080 入,0.24146
了,0.53489 |  了,0.53489 第,0.02003
京,0.00060 |  一,0.07592 第,0.03466
沪,0.24134 |  都,0.29197 沪,0.24134
间,0.00030 |  高,0.20999 大,0.14870
2,0.00312 |  的,0.19742 运,0.06214
5,0.08952 |  0,0.33926 5,0.08952
0,0.09097 |  0,0.09097 次,0.06692
0,0.27260 |  0,0.27260 万,0.06877
公,0.04515 |  0,0.12436 多,0.11997
里,0.87421 |  里,0.87421 尺,0.06215
的,0.44654 |  的,0.44654 长,0.05758
航,0.03514 |  试,0.06765 空,0.03693
线,0.04936 |  空,0.63828 程,0.12964
试,0.01993 |  。,0.23655 ，,0.15907
飞,0.04198 |  验,0.88265 飞,0.04198
；,0.03160 |  。,0.47059 ，,0.18933
研,0.00220 |  1,0.16563 2,0.06427
制,0.10314 |  究,0.78271 制,0.10314
成,0.02188 |  了,0.07939 计,0.04874
功,0.74466 |  功,0.74466 果,0.17819
了,0.02429 |  的,0.12595 后,0.09570
中,0.01767 |  1,0.08369 2,0.04755
国,0.77491 |  国,0.77491 华,0.03266
第,0.03935 |  的,0.05694 航,0.05261
一,0.71869 |  一,0.71869 二,0.13751
枚,0.00664 |  次,0.26706 个,0.18355
探,0.00085 |  飞,0.05350 机,0.02122
空,0.00196 |  测,0.61577 戈,0.15150
火,0.00957 |  飞,0.17482 计,0.04750
箭,0.93332 |  箭,0.93332 炮,0.01851
—,0.00546 |  ，,0.22971 。,0.21091
—,0.80583 |  —,0.80583 “,0.01886
“,0.07433 |  “,0.07433 中,0.04564
北,0.02461 |  中,0.04340 1,0.03687
京,0.83787 |  京,0.83787 方,0.04754
二,0.00212 |  ”,0.16073 大,0.05972
号,0.43759 |  号,0.43759 次,0.05586
”,0.68254 |  ”,0.68254 机,0.03152
，,0.12695 |  。,0.19095 ，,0.12695
于,0.01915 |  并,0.09164 1,0.03740
同,0.00541 |  1,0.58470 2,0.24455
年,0.94745 |  年,0.94745 月,0.03373
9,0.10036 |  1,0.17343 9,0.10036
月,0.99997 |  月,0.99997 2,0.00001
2,0.19100 |  2,0.19100 1,0.13786
2,0.10388 |  4,0.11313 0,0.10741
日,0.99723 |  日,0.99723 号,0.00122
在,0.07185 |  开,0.09287 完,0.08911
东,0.01966 |  北,0.13708 南,0.07267
北,0.10312 |  京,0.67806 北,0.10312
白,0.00004 |  大,0.10745 发,0.06423
城,0.00169 |  云,0.11250 河,0.07059
子,0.00029 |  举,0.09944 市,0.09070
靶,0.00008 |  公,0.14342 开,0.04069
场,0.09945 |  场,0.09945 中,0.03859
发,0.02329 |  举,0.14147 进,0.08211
射,0.19925 |  现,0.27996 生,0.23523
试,0.00589 |  。,0.32886 ，,0.11996
验,0.50300 |  验,0.50300 飞,0.25212
成,0.00117 |  。,0.44079 ，,0.24944
功,0.78271 |  功,0.78271 果,0.09819
；,0.03163 |  。,0.53201 ，,0.23879
研,0.00113 |  1,0.16895 2,0.06077
制,0.17686 |  究,0.64569 制,0.17686
成,0.02372 |  了,0.06567 后,0.05181
功,0.84487 |  功,0.84487 果,0.11502
了,0.02460 |  后,0.17445 ，,0.11165
中,0.01443 |  1,0.08139 2,0.04575
国,0.75476 |  国,0.75476 华,0.03387
第,0.04096 |  的,0.05285 人,0.04221
一,0.65790 |  一,0.65790 二,0.16206
架,0.16602 |  次,0.35009 架,0.16602
无,0.00479 |  飞,0.07237 空,0.02407
人,0.15345 |  线,0.22036 畏,0.19166
驾,0.04752 |  飞,0.38012 机,0.12128
驶,0.99389 |  驶,0.99389 车,0.00201
飞,0.11763 |  飞,0.11763 机,0.07432
机,0.95518 |  机,0.95518 行,0.02345
—,0.00650 |  ，,0.35445 。,0.29235
—,0.79502 |  —,0.79502 “,0.02103
“,0.06715 |  “,0.06715 中,0.04423
北,0.03251 |  中,0.04710 南,0.03498
京,0.84744 |  京,0.84744 方,0.03387
五,0.00112 |  ”,0.15934 大,0.07829
号,0.39451 |  号,0.39451 四,0.02900
”,0.74020 |  ”,0.74020 机,0.03192
，,0.12391 |  。,0.18385 ，,0.12391
即,0.00471 |  并,0.06767 1,0.04110
在,0.01350 |  “,0.13417 使,0.04318
安,0.00268 |  1,0.17076 2,0.06032
2,0.00000 |  徽,0.65407 全,0.06827
型,0.00029 |  1,0.22996 2,0.20464
飞,0.05720 |  的,0.06201 机,0.05765
机,0.90501 |  机,0.90501 行,0.07646
上,0.05911 |  的,0.06492 上,0.05911
安,0.00268 |  。,0.08556 ，,0.08241
装,0.79084 |  装,0.79084 全,0.12205
了,0.39977 |  了,0.39977 一,0.04236
自,0.00335 |  一,0.10296 “,0.05215
行,0.06042 |  动,0.31091 己,0.16764
研,0.02978 |  飞,0.05317 的,0.05286
制,0.44596 |  制,0.44596 发,0.30915
的,0.25264 |  的,0.25264 。,0.12466
无,0.00134 |  “,0.05315 飞,0.04658
人,0.09497 |  线,0.37664 人,0.09497
驾,0.08458 |  飞,0.24872 机,0.14399
驶,0.99069 |  驶,0.99069 车,0.00485
控,0.00209 |  舱,0.20071 机,0.12127
制,0.99367 |  制,0.99367 告,0.00149
系,0.19898 |  系,0.19898 机,0.16296
统,0.99679 |  统,0.99679 列,0.00193
，,0.31355 |  。,0.45913 ，,0.31355
将,0.00961 |  并,0.08800 这,0.02617
该,0.01712 |  其,0.05370 飞,0.04575
机,0.38160 |  机,0.38160 飞,0.05893
改,0.01766 |  的,0.06899 组,0.03041
装,0.25761 |  装,0.25761 为,0.23790
成,0.41708 |  成,0.41708 为,0.36140
无,0.00344 |  了,0.08162 一,0.05689
人,0.11932 |  线,0.21885 人,0.11932
驾,0.20878 |  驾,0.20878 飞,0.18800
驶,0.99367 |  驶,0.99367 车,0.00266
飞,0.04203 |  舱,0.23175 机,0.09144
机,0.95244 |  机,0.95244 行,0.03071
，,0.26862 |  。,0.47513 ，,0.26862
于,0.01292 |  并,0.09388 这,0.02627
同,0.00727 |  1,0.42154 2,0.22386
年,0.83243 |  年,0.83243 时,0.07300
9,0.11948 |  1,0.20637 9,0.11948
月,0.99995 |  月,0.99995 2,0.00001
2,0.23337 |  2,0.23337 1,0.16757
5,0.09980 |  4,0.11335 0,0.11320
日,0.99764 |  日,0.99764 号,0.00110
试,0.02179 |  在,0.07483 完,0.07221
飞,0.82355 |  飞,0.82355 验,0.06944
成,0.00792 |  。,0.55384 ，,0.16344
功,0.73149 |  功,0.73149 为,0.16883
，,0.14510 |  。,0.66367 ，,0.14510
为,0.00784 |  并,0.07043 在,0.03417
中,0.02708 |  了,0.08998 1,0.03637
国,0.90696 |  国,0.90696 华,0.04202
无,0.00135 |  人,0.10807 第,0.07197
人,0.06687 |  线,0.29565 畏,0.21845
驾,0.20364 |  驾,0.20364 飞,0.19541
驶,0.99454 |  驶,0.99454 驭,0.00411
飞,0.07336 |  的,0.11443 飞,0.07336
机,0.94388 |  机,0.94388 行,0.04078
的,0.10916 |  。,0.14272 的,0.10916
发,0.01869 |  飞,0.05139 第,0.04512
展,0.08661 |  动,0.55655 射,0.22247
开,0.00401 |  。,0.22282 ，,0.08206
了,0.00065 |  发,0.73342 始,0.15339
先,0.00127 |  一,0.13632 。,0.05032
河,0.00159 |  进,0.21351 后,0.16047
。,0.30853 |  。,0.30853 ，,0.15098
 ,0.00733 |  
,0.35628 1,0.10532
